1240244,LK,,BC,7.6,81.76667,,,Batticaloa,,Kirankulam,Kirankulam,,0,30159
1249380,LK,,HB,6.1899,81.267,,,Hambantota,,Bundala,Bundala Wellagangoda,"Bundala,Bundala Wellagangoda,Bundala Wellegangoda",0,82002
1249566,LK,,KE,7.1471,80.3992,,,Kegalle,,Bossella,Bossella,,0,71208
1250447,LK,,CO,6.8914,79.855,,,Colombo,,Bambalapitiya,Bambalapitiya,Bambalapitiya,0,00400
1235879,LK,,NW,6.8343,80.5676,,,Nuwara Eliya,,Maskeliya,Maskeliya,Maskeliya,0,22070
1241403,LK,,AD,8.2453,80.3307,,,Anuradhapura,,Karagahawewa,Karagahawewa,,0,50232
1243903,LK,,CO,6.8107,80.0466,,,Colombo,,Horagala,Horagala,,0,10502
1250872,LK,,KY,7.1354,80.6091,,,Kandy,,Atabage,Atabage Pallegama,"Atabage,Atabage Pallegama",0,20574
7433823,LK,,KY,7.2959,80.7361,,,Kandy,,Rajawella,Rajawella Colony,,0,20180
1233889,LK,,KG,7.4541,80.1358,,,Kurunegala,,Nakkawatta,Nakkawatta,,0,60186
1238375,LK,,GQ,7.1763,80.0827,,,Gampaha,,Kumbaloluwa,Kumbaloluwa,,0,11105
1242511,LK,,CO,6.9339,79.982,,,Colombo,,Kaduwela,Kaduwela,Kaduwela,0,10640
1244165,LK,,KG,7.75,80.08333,,,Kurunegala,,Hilogama,Hilogama,,0,60486
1245287,LK,,KT,6.6743,80.1159,,,Kalutara,,Govinna,Govinna,"Govinna,Gowinna",0,12310
1251459,LK,,APR,7.29754,81.68202,,,Ampara,,Ampara,Ampara,"ADP,Ampara,Amparai,Ampari",18348,32000
7622641,LK,,HB,6.3391,81.2571,,,Hambantota,,Beralihela,Beralihela,,0,82618
1223207,LK,,RN,6.6192,80.7415,,,Ratnapura,,Wikiliya,Wikiliya,,0,70114
1230058,LK,,GL,6.3517,80.2162,,,Galle,,Pitigala,Pitigala,,0,80420
1230537,LK,,BD,6.9378,80.8389,,,Badulla,,Perawella,Perawella,,0,90222
