3105420,ES,CL,LE,42.56943,-5.06056,24213,Castilla - Leon,León,Villamartín de Don Sancho,Villamartin De Don Sancho,Villamartín de Don Sancho,"Villamartin de Don Sancho,Villamartín de Don Sancho",180,24344
3106173,ES,CL,ZA,41.38957,-5.53596,49234,Castilla - Leon,Zamora,Venialbo,Venialbo,Venialbo,Venialbo,496,49153
3106292,ES,AS,O,43.44087,-6.88294,33007,Asturias,Asturias,Boal,Vega De Ouria,Vega de Ouría,"Vega de Ouria,Vega de Ouría",0,33729
3106775,ES,CL,LE,42.53637,-5.50777,24225,Castilla - Leon,León,Villasabariego,Valdesogo De Abajo,Valdesogo de Abajo,Valdesogo de Abajo,0,24226
3106780,ES,CL,SG,41.23087,-3.77127,40162,Castilla - Leon,Segovia,Prádena,Valdesaz,Valdesaz,Valdesaz,0,40318
3106920,ES,CL,SA,40.36949,-5.99078,37168,Castilla - Leon,Salamanca,Lagunilla,Valdelageve,Valdelageve,Valdelageve,106,37724
3107127,ES,CB,S,43.09172,-4.40217,39053,Cantabria,Cantabria,Polaciones,Uznayo,Uznayo,Uznayo,0,39556
3107294,ES,GA,LU,42.92108,-7.86991,27040,Galicia,Lugo,Palas de Rei,Ulloa,Ulloa,"San Vicente,Ulloa",0,27205
3107576,ES,GA,LU,42.9,-7.36667,27026,Galicia,Lugo,Láncara,Trasliste,Trasliste,"San Juan,Trasliste",0,27366
3107775,ES,CB,S,43.34943,-4.04785,39087,Cantabria,Cantabria,Torrelavega,Torrelavega,Torrelavega,"Torelavega,Torrelavega,torerabega,tuo lei la wei jia,twrylafyja,Торелавега,Торрелавега,Տոռելավեգա,توريلافيجا,ٹوریلاویگا,トレラベーガ,托雷拉韦加",55297,39300
3107775,ES,CB,S,43.34943,-4.04785,39087,Cantabria,Cantabria,Torrelavega,Barreda (Torrelavega),Torrelavega,"Torelavega,Torrelavega,torerabega,tuo lei la wei jia,twrylafyja,Торелавега,Торрелавега,Տոռելավեգա,توريلافيجا,ٹوریلاویگا,トレラベーガ,托雷拉韦加",55297,39300
3108637,ES,CL,LE,42.43052,-4.97393,24051,Castilla - Leon,León,Cea,Sotillo De Cea,Sotillo de Cea,Sotillo,0,24328
3109071,ES,AR,HU,42.38313,0.49377,22111,Aragon,Huesca,Foradada del Toscar,Serrate,Serrate,"Seret,Serrate",0,22451
3109102,ES,GA,LU,42.49045,-7.64141,27041,Galicia,Lugo,Pantón,Serode,Serode,"San Julian,San Julián,Serode",0,27437
3110733,ES,CL,BU,42.88786,-3.43432,09209,Castilla - Leon,Burgos,Medina de Pomar,San Cristobal De Almendres,San Cristóbal de Almendres,"San Cristobal de Almendres,San Cristóbal de Almendres",0,09515
3111173,ES,GA,OR,42.14386,-7.20079,,Galicia,Ourense,,Sabuguido,Sabuguido,Sabuguido,0,32552
3111439,ES,CL,LE,42.92243,-5.50356,24037,Castilla - Leon,León,Cármenes,Rodillazo,Rodillazo,Rodillazo,0,24837
3111451,ES,CB,S,43.34327,-4.23138,39012,Cantabria,Cantabria,Cabezón de la Sal,Rodezas,Rodezas,Rodezas,0,39507
3112457,ES,CL,BU,43.05697,-3.62463,09215,Castilla - Leon,Burgos,Merindad de Sotoscueva,Quintanilla Del Rebollar,Quintanilla del Rebollar,,0,09568
3112744,ES,AS,O,43.07012,-5.76861,33033,Asturias,Asturias,Lena,Puente De Los Fierros,Puente de los Fierros,"Puente Los Fierros,Puente de los Fierros,Veguellina",0,33693
3112744,ES,AS,O,43.07012,-5.76861,33033,Asturias,Asturias,Lena,San Andres (Puente Fierros),Puente de los Fierros,"Puente Los Fierros,Puente de los Fierros,Veguellina",0,33692
3113936,ES,CL,AV,40.77266,-4.74595,05087,Castilla - Leon,Ávila,Gotarrendura,Peñalba De Avila,Peñalba de Ávila,"Penalba de Avila,Peñalba de Ávila",130,05163
3114078,ES,CL,VA,41.55617,-5.20466,47113,Castilla - Leon,Valladolid,Pedrosa del Rey,Pedrosa Del Rey,Pedrosa del Rey,Pedrosa del Rey,217,47112
3114802,ES,CL,LE,42.5668,-6.78198,24206,Castilla - Leon,León,Toral de los Vados,Otero De Villadecanes,Otero,,0,24516
3114820,ES,NC,NA,42.71341,-1.56838,31088,Navarra,Navarra,Noáin (Valle de Elorz)/Noain (Elortzibar),Otano,Otano,,0,31470
3115113,ES,CL,BU,42.20322,-3.93911,09275,Castilla - Leon,Burgos,Presencio,Olmillos De Muño,Olmillos de Muñó,,39,09228
3115328,ES,AS,O,43.52461,-5.87322,33020,Asturias,Asturias,Corvera de Asturias,Nubledo,Nubledo,Nubledo,0,33416
3115406,ES,CL,LE,42.29914,-6.50905,24043,Castilla - Leon,León,Castrillo de Cabrera,Nogar,Nogar,Nogar,0,24744
3115456,ES,GA,C,42.66994,-8.84703,15011,Galicia,A Coruña,Boiro,Nine,Nine,Nine,0,15991
3115646,ES,AS,O,43.3323,-7.09417,33071,Asturias,Asturias,Taramundi,Navallo,Navallo,Navallo,0,33775
3115792,ES,PV,BI,43.38097,-2.61346,48028,Pais Vasco,Vizcaya,Ea,Natxitua,Natxitua,"Nachitua,Natxitua",0,48311
3116247,ES,CT,T,41.28333,1.1,43057,Cataluna,Tarragona,la Febró,Mont-Ral,Mont-ral,"Mont-ral,Montreal",0,43364
3116629,ES,CB,S,43.14567,-4.71015,39015,Cantabria,Cantabria,Camaleño,Mogrovejo,Mogrovejo,Mogrovejo,0,39582
3117046,ES,GA,C,43.05819,-8.94797,15093,Galicia,A Coruña,Zas,Meanos,Meanos,Meanos,0,15857
3117046,ES,GA,C,43.05819,-8.94797,15093,Galicia,A Coruña,Zas,Vila (San Martiño De Meanos-Zas),Meanos,Meanos,0,15857
3117046,ES,GA,C,43.05819,-8.94797,15093,Galicia,A Coruña,Zas,Langueiron (San Martiño De Meanos-Zas),Meanos,Meanos,0,15857
3117046,ES,GA,C,43.05819,-8.94797,15093,Galicia,A Coruña,Zas,San Martiño De Meanos (San Martiño),Meanos,Meanos,0,15857
3121513,ES,CL,AV,40.27791,-4.85321,05082,Castilla - Leon,Ávila,Gavilanes,Gavilanes,Gavilanes,Gavilanes,686,05460
3121880,ES,CL,SG,41.3,-3.93333,40088,Castilla - Leon,Segovia,Fuenterrebollo,Fuenterrebollo,Fuenterrebollo,,453,40330
3122826,ES,CT,B,41.37732,2.08809,08077,Cataluna,Barcelona,Esplugues de Llobregat,Esplugues De Llobregat,Esplugues de Llobregat,Esplugues de Llobregat,46862,08950
3125888,ES,CT,L,41.7,1.3,25202,Cataluna,Lleida,Senterada,Castellnou D'Oluges,Castellnou d'Oluges,,0,25214
