3201727,HR,,,45.3575,16.25139,,Sisačko-Moslavačka,,Donja Bačuga,Donja Bačuga,Donja Bačuga,,142,44205
3204680,HR,,,43.08111,17.38694,,Dubrovačko-Neretvanska,,Ploče,Baćina,Baćina,,0,20340
3216052,HR,,,45.39222,13.78028,,Istarska,,Grožnjan (Grisignana),Makovci,Makovci,,0,52429
9881829,HR,,,45.4823,13.56921,,Istarska,,Buje (Buie),Kanegra,Kanegra,,0,52460
3186306,HR,,,42.89361,17.45611,,Dubrovačko-Neretvanska,,Žuljana,Žuljana,Žuljana,"Giuliana,Zulijana,Zuljana,Žulijana,Žuljana",235,20247
3188282,HR,,,45.2225,13.86139,,Istarska,,Pazin,Ježenj,Veli Ježenj,"Ieseni Grande,Jezenj,Veli Jezenj,Veli Ježenj",0,52000
3188406,HR,,,45.96667,16.33333,,Zagrebačka,,Rakovec,Valetić,Valetić,,42,10347
3188710,HR,,,45.77647,16.17702,,Zagrebačka,,Sesvete-Kraljevec,Trstenik Nartski,Trstenik Nartski,"Nartski Trstenik,Trstenik,Trstenik Nartski",0,10361
3189925,HR,,,45.35472,16.41306,,Sisačko-Moslavačka,,Mala Gradusa,Staro Selo,Staro Selo,,110,44212
3189951,HR,,,45.28167,18.5425,,Vukovarsko-Srijemska,,Stari Mikanovci,Stari Mikanovci,Stari Mikanovci,Stari Mikanovci,0,32284
3189978,HR,,,46.09556,16.63639,,Koprivničko-Križevačka,,Kloštar Vojakovački,Stari Bošnjani,Stari Bošnjani,,105,48264
3192452,HR,,,46.3925,16.4825,,Međimurska,,Čakovec,Pribislavec,Pribislavec,Pribislavec,2943,40000
3192807,HR,,,45.45,17.58333,,Požeško-Slavonska,,Velika,Poljanska,Poljanska,"Poljakovci,Poljanska",96,34330
3192812,HR,,,45.90076,15.87584,,Zagrebačka,,Donja Bistra,Poljanica Bistranska,Poljanica Bistranska,"Bistranska Poljanica,Poljanica,Poljanica Bistranska",0,10298
3194046,HR,,,44.52806,15.93889,,Ličko-Senjska,,Donji Lapac,Oraovac,Oraovac,,0,53250
3196919,HR,,,45.39222,14.88583,,Primorsko-Goranska,,Kupjak,Kupjak,Kupjak,Kupjak,0,51313
3197025,HR,,,45.91667,16.08333,,Zagrebačka,,Kašina,Kučilovina,Kučilovina,"Kucilovina,Kučilovina",0,10362
3197185,HR,,,45.45028,18.38167,,Osječko-Baranjska,,Punitovci,Krndija,Krndija,Krndija,64,31424
3197985,HR,,,44.05139,16.21083,,Šibensko-Kninska,,Knin,Kninsko Polje,Kninsko Polje,,864,22300
