2770725,AT,03,315,48.14103,15.05758,31527,Niederösterreich,Politischer Bezirk Melk,Neumarkt an der Ybbs,Neumarkt an der Ybbs,Neumarkt an der Ybbs,"Neumarkt,Neumarkt an der Ybbs",1207,3371
2771226,AT,06,612,47.65,14.76667,61258,Steiermark,Politischer Bezirk Liezen,Landl,Mooslandl,Mooslandl,,396,"8931,8921"
2771299,AT,04,409,47.88723,14.25819,40909,Oberösterreich,Politischer Bezirk Kirchdorf an der Krems,Molln,Molln,Molln,"Mol'n,mo er en,Мольн,莫尔恩",2434,4591
2771914,AT,02,204,46.55389,14.29556,20417,Kärnten,Politischer Bezirk Klagenfurt Land,Maria Rain,Maria Rain,Maria Rain,,1002,9161
2771974,AT,05,504,47.31667,13.06667,50410,Salzburg,Politischer Bezirk Sankt Johann im Pongau,Goldegg,March,March,,308,5622
2772719,AT,06,611,47.36667,15.08333,61108,Steiermark,Politischer Bezirk Leoben,Leoben,Leitendorf,Leitendorf,,2568,8700
2772903,AT,02,206,46.96667,13.18333,20627,Kärnten,Politischer Bezirk Spittal an der Drau,Obervellach,Lassach Sonnseite,Lassach Sonnseite,,31,9821
2772945,AT,04,414,48.52085,13.5599,41409,Oberösterreich,Politischer Bezirk Schärding,Esternberg,Lanzendorf,Lanzendorf,,30,4092
2773575,AT,06,611,47.31667,14.9,61107,Steiermark,Politischer Bezirk Leoben,Kraubath an der Mur,Kraubathgraben,Kraubathgraben,,49,8714
2774369,AT,04,416,48.41149,14.27656,41613,Oberösterreich,Politischer Bezirk Urfahr-Umgebung,Kirchschlag bei Linz,Kirchschlag bei Linz,Kirchschlag bei Linz,"Kirchschlag,Kirchschlag bei Linz",726,4202
2774477,AT,04,408,48.24674,13.83505,40808,Oberösterreich,Politischer Bezirk Grieskirchen,Grieskirchen,Kickendorf,Kickendorf,,74,4710
2774681,AT,07,702,47.2254,10.76561,70207,Tirol,Politischer Bezirk Imst,Karrösten,Karrösten,Karrösten,"Karresten,Karrjosten,ka lei shi teng,Каррестен,Каррёстен,卡勒施滕",676,6463
2774960,AT,03,325,48.56667,14.86667,32516,Niederösterreich,Politischer Bezirk Zwettl,Langschlag,Kainrathschlag,Kainrathschlag,,95,3921
2776743,AT,06,606,46.98866,15.34382,60618,Steiermark,Politischer Bezirk Graz-Umgebung,Haselsdorf-Tobelbad,Haselsdorf,Haselsdorf,,328,8144
2777615,AT,03,319,48.19264,15.947,31921,Niederösterreich,Politischer Bezirk Sankt Pölten,Maria-Anzbach,Groß-Raßberg,Groß-Raßberg,Grossrassberg,255,3034
2779092,AT,03,314,47.92589,15.61226,31404,Niederösterreich,Politischer Bezirk Lilienfeld,Hohenberg,Furthof,Furthof,,258,3192
2779589,AT,02,205,46.83333,14.55,20513,Kärnten,Politischer Bezirk Sankt Veit an der Glan,Klein St. Paul,Filfing,Filfing,,68,9373
2780870,AT,02,206,46.96667,12.9,20605,Kärnten,Politischer Bezirk Spittal an der Drau,Großkirchheim,Döllach,Döllach,,446,9843
2781254,AT,04,417,47.93585,13.54631,41739,Oberösterreich,Politischer Bezirk Vöcklabruck,Seewalchen am Attersee,Buchberg,Buchberg,,122,4863
2781600,AT,01,105,46.84444,16.04972,10507,Burgenland,Politischer Bezirk Jennersdorf,Neuhaus am Klausenbach,Bonisdorf,Bonisdorf,,104,"8385,8384"
2781799,AT,04,404,48.19064,13.12111,40422,Oberösterreich,Politischer Bezirk Braunau am Inn,Mauerkirchen,Biburg,Biburg,,77,5270
2781799,AT,04,404,48.19064,13.12111,40405,Oberösterreich,Politischer Bezirk Braunau am Inn,Burgkirchen,Biburg,Biburg,,77,5270
2782795,AT,06,621,47.46667,15.4,62141,Steiermark,Politischer Bezirk Bruck-Mürzzuschlag,Kindberg,Allerheiligen im Mürztal,Allerheiligen im Mürztal,"Allerheiligen,Allerheiligen im Murztal,Allerheiligen im Mürztal",268,8643
3219124,AT,02,210,46.75194,14.09583,21002,Kärnten,Politischer Bezirk Feldkirchen,Feldkirchen in Kärnten,Feistritz,Feistritz,,188,9560
3319362,AT,04,413,48.50917,13.74694,41329,Oberösterreich,Politischer Bezirk Rohrbach,Neustift im Mühlkreis,Großmollsberg,Großmollsberg,,66,4143
3319389,AT,04,413,48.54269,13.75643,41329,Oberösterreich,Politischer Bezirk Rohrbach,Neustift im Mühlkreis,Oberaschenberg,Oberaschenberg,,22,4143
3321955,AT,04,416,48.36942,14.21142,41609,Oberösterreich,Politischer Bezirk Urfahr-Umgebung,Gramastetten,Türkstetten,Türkstetten,,511,4201
11592332,AT,07,705,47.56494,12.14094,70513,Tirol,Politischer Bezirk Kufstein,Kufstein,Morsbach,Morsbach,,90,6330
11592332,AT,07,705,47.56494,12.14094,70515,Tirol,Politischer Bezirk Kufstein,Langkampfen,Morsbach,Morsbach,,90,6336
11593490,AT,06,622,47.44696,15.95043,62245,Steiermark,Politischer Bezirk Hartberg-Fürstenfeld,Sankt Lorenzen am Wechsel,Kronegg,Kronegg,,169,8242
11609211,AT,04,408,48.2169,13.71566,40811,Oberösterreich,Politischer Bezirk Grieskirchen,Hofkirchen an der Trattnach,Panbruck,Panbruck,,22,4716
11609432,AT,04,417,47.95269,13.30393,41719,Oberösterreich,Politischer Bezirk Vöcklabruck,Oberhofen am Irrsee,Eichenweg,Eichenweg,,88,4894
11609859,AT,04,418,48.24511,14.07782,41804,Oberösterreich,Wels-Land,Buchkirchen,Ottenham,Ottenham,,29,4613
11610379,AT,04,414,48.36321,13.53413,41402,Oberösterreich,Politischer Bezirk Schärding,Andorf,Niederhartwagen,Niederhartwagen,,19,4770
11610395,AT,04,414,48.35266,13.55267,41402,Oberösterreich,Politischer Bezirk Schärding,Andorf,Laab,Laab,,47,4770
11610775,AT,04,404,48.15847,13.3256,40402,Oberösterreich,Politischer Bezirk Braunau am Inn,Aspach,Thal,Thal,,17,5252
11610794,AT,04,404,48.22324,13.08257,40405,Oberösterreich,Politischer Bezirk Braunau am Inn,Burgkirchen,Oberseibersdorf,Oberseibersdorf,,34,5274
11611672,AT,04,412,48.17765,13.56648,41227,Oberösterreich,Politischer Bezirk Ried im Innkreis,Sankt Marienkirchen am Hausruck,Unering,Unering,,46,4926
11611727,AT,02,208,46.68392,14.61954,20817,Kärnten,Politischer Bezirk Völkermarkt,Völkermarkt,Niedertrixen,Niedertrixen,,17,"9111,9100"
11611884,AT,03,319,48.20877,15.9085,31926,Niederösterreich,Politischer Bezirk Sankt Pölten,Neulengbach,Untereichen,Untereichen,,46,3040
11612162,AT,04,404,48.12774,12.97764,40412,Oberösterreich,Politischer Bezirk Braunau am Inn,Handenberg,Weg,Weg,,9,5144
11612362,AT,04,404,48.19407,13.19681,40444,Oberösterreich,Politischer Bezirk Braunau am Inn,Treubach,Weidenpoint,Weidenpoint,,31,5272
11668540,AT,04,404,48.14596,13.24934,40436,Oberösterreich,Politischer Bezirk Braunau am Inn,Sankt Johann am Walde,Schwandt,Schwandt,,39,5251
11668667,AT,03,315,48.09276,15.35095,31521,Niederösterreich,Politischer Bezirk Melk,Mank,Aichen,Aichen,,23,3240
11668801,AT,03,315,48.117,15.44652,31504,Niederösterreich,Politischer Bezirk Melk,Bischofstetten,Sierning,Sierning,,27,3233
11695005,AT,04,412,48.16119,13.59708,41204,Oberösterreich,Politischer Bezirk Ried im Innkreis,Eberschwang,Vocking,Vocking,,105,4906
