3071906,CZ,,3202,49.87253,13.99862,,,Beroun,,Libomyšl,Libomyšl,,473,267 23
3072123,CZ,,3506,50.61383,14.28391,,,Litoměřice,,Levín,Levín,Lewin,104,411 45
3072223,CZ,,3211,49.52518,13.84154,,,Příbram,,Leletice,Leletice,,0,262 42
3072366,CZ,,3410,49.71026,12.66972,,,Tachov,,Labuť,Labuť,"Labant,Labut',Labuť",0,348 01
3072518,CZ,,3204,50.10592,15.42394,,,Kolín,,Kundratice,Kundratice,,0,281 26
3072661,CZ,,3802,49.72914,18.23541,,,Frýdek-Místek,,Krmelín,Krmelín,,1853,739 24
3072732,CZ,,3710,49.10034,16.01941,,,Třebíč,,Krhov,Krhov,,205,675 55
3073021,CZ,,3305,49.36946,14.01958,,,Písek,,Kožlí,Kožlí u Čížové,,0,398 04
3073021,CZ,,3305,49.36946,14.01958,,,Písek,,Kožlí u Čížové,Kožlí u Čížové,,0,397 01
3073021,CZ,,3307,49.36946,14.01958,,,Strakonice,,Kožlí,Kožlí u Čížové,,0,388 01
3073120,CZ,,3603,49.88506,16.03491,,,Chrudim,,Košumberk,Košumberk,,0,538 54
3073259,CZ,,3508,50.54592,13.62876,,,Most,,Kopisty,Kopisty,"Kopisty,Kopitz",0,434 01
3073516,CZ,,3301,49.16442,14.38428,,,České Budějovice,,Knín,Knín,,0,375 01
3073563,CZ,,3601,49.73755,15.61803,,,Havlíčkův Brod,,Klouzovy,Klouzovy,,0,583 01
3073670,CZ,,3809,49.95409,16.86547,,,Šumperk,,Klášterec,Klášterec,,0,789 62
3073808,CZ,,3801,50.11134,17.42238,,,Bruntál,,Zadní Ves,Karlovice Zadní Ves,"Hinterdorf,Karlovice Zadni Ves,Karlovice Zadní Ves,Karlsthal-Hinterdorf,Zadni Ves,Zadní Ves",0,793 26
3073818,CZ,,3202,49.94257,14.04175,,,Beroun,,Karlova Huť,Karlova Huť,,0,267 01
3073872,CZ,,3206,50.42471,14.59994,,,Mělník,,Kanina,Kanina,,39,277 35
3073911,CZ,,3609,49.74191,16.5346,,,Svitavy,,Kamenná Horka,Kamenná Horka,"Bohmisch Hermsdorf,Böhmisch Hermsdorf,Mahrisch Hermersdorf,Mährisch Hermersdorf",291,568 02
3073974,CZ,,3201,49.71667,15.06667,,,Benešov,,Kalná,Kalná,,0,257 63
3074057,CZ,,3804,49.77166,18.11024,,,Nový Jičín,,Josefovice,Josefovice,,0,742 83
3074176,CZ,,3607,50.25062,16.01268,,,Rychnov nad Kněžnou,,Jílovice,Jílovice,,259,517 72
3074196,CZ,,3707,49.26112,15.29247,,,Jihlava,,Jihlávka,Jihlávka,,239,588 51
3074305,CZ,,3504,50.6277,15.13653,,,Jablonec nad Nisou,,Jenišovice,Jenišovice,Jenschowitz,850,468 33
3074388,CZ,,3703,49.25553,16.36218,,,Brno-venkov,,Javůrek,Javůrek,,245,664 83
3074493,CZ,,3501,50.64449,14.38909,,,Česká Lípa,,Janovice,Janovice,"Janovice,Johnsdorf",0,471 03
3074514,CZ,,3801,50.24485,17.48119,,,Bruntál,,Janov,Janov,Johannesthal,326,793 84
3074569,CZ,,3710,49.20533,16.24142,,,Třebíč,,Lesní Jakubov,Jakubov,,0,675 73
3074621,CZ,,3202,49.99072,14.05055,,,Beroun,,Hýskov,Hýskov,Hyskow,1296,267 06
